Date,Domain,Location,Value,Transaction_count,domain_index,location_index,features,scaled_features
01/01/2022,RESTRAUNT,Akola,418095,918,5.0,33.0,"[418095.0,918.0]","[0.13240279339003902,0.24115456238361266]"
01/01/2022,INVESTMENTS,Bhuj,1179451,793,2.0,1.0,"[1179451.0,793.0]","[0.9747523919951142,0.1829608938547486]"
01/01/2022,RETAIL,Pune,956456,2111,6.0,14.0,"[956456.0,2111.0]","[0.7280350235880368,0.7965549348230913]"
01/01/2022,EDUCATION,Kolkata,438298,1851,3.0,27.0,"[438298.0,1851.0]","[0.15475500305361078,0.675512104283054]"
01/01/2022,RESTRAUNT,Srinagar,726918,874,5.0,20.0,"[726918.0,874.0]","[0.4740786061373151,0.2206703910614525]"
01/01/2022,INVESTMENTS,Jaipur,806718,2516,2.0,39.0,"[806718.0,2516.0]","[0.5623677875040936,0.9851024208566108]"
01/01/2022,RESTRAUNT,Lunglei,1017121,1931,5.0,8.0,"[1017121.0,1931.0]","[0.7951536098990095,0.712756052141527]"
01/01/2022,RESTRAUNT,Ludhiana,383005,1392,5.0,24.0,"[383005.0,1392.0]","[0.0935798939644719,0.4618249534450652]"
01/01/2022,PUBLIC,Kannur,580841,1612,1.0,29.0,"[580841.0,1612.0]","[0.31246182986519855,0.5642458100558659]"
01/01/2022,EDUCATION,Indore,932882,788,3.0,40.0,"[932882.0,788.0]","[0.7019532045211141,0.18063314711359404]"
01/01/2022,INVESTMENTS,Daman,715151,1077,2.0,12.0,"[715151.0,1077.0]","[0.4610598242182314,0.31517690875232773]"
01/01/2022,MEDICAL,Kota,489981,1194,4.0,31.0,"[489981.0,1194.0]","[0.21193607774758585,0.3696461824953445]"
01/01/2022,EDUCATION,Ranchi,481845,443,3.0,16.0,"[481845.0,443.0]","[0.20293456421876244,0.020018621973929236]"
01/01/2022,MEDICAL,Buxar,587490,1882,4.0,45.0,"[587490.0,1882.0]","[0.31981815526504453,0.6899441340782123]"
01/01/2022,PUBLIC,Goa,814725,1735,1.0,6.0,"[814725.0,1735.0]","[0.5712265779201813,0.6215083798882681]"
01/01/2022,EDUCATION,Lucknow,421167,2218,3.0,43.0,"[421167.0,2218.0]","[0.13580159495844432,0.8463687150837989]"
01/01/2022,EDUCATION,Durg,1114760,1467,3.0,4.0,"[1114760.0,1467.0]","[0.9031795169099228,0.4967411545623836]"
01/01/2022,RETAIL,Hyderabad,1111174,957,6.0,34.0,"[1111174.0,957.0]","[0.8992120356520122,0.25931098696461824]"
01/01/2022,MEDICAL,Hyderabad,341638,872,4.0,34.0,"[341638.0,872.0]","[0.047812242766482854,0.21973929236499068]"
01/01/2022,INVESTMENTS,Daman,842040,1476,2.0,12.0,"[842040.0,1476.0]","[0.6014473672564413,0.5009310986964618]"
01/01/2022,INTERNATIONAL,Kota,729502,1937,0.0,31.0,"[729502.0,1937.0]","[0.47693749391490603,0.7155493482309124]"
01/01/2022,PUBLIC,Mon,643567,1239,1.0,26.0,"[643567.0,1239.0]","[0.38186066683778686,0.39059590316573556]"
01/01/2022,INTERNATIONAL,Amritsar,1103702,2030,0.0,19.0,"[1103702.0,2030.0]","[0.8909451589205264,0.7588454376163873]"
01/01/2022,PUBLIC,Bikaner,341354,1676,1.0,41.0,"[341354.0,1676.0]","[0.04749803064232039,0.5940409683426443]"
01/01/2022,INVESTMENTS,Goa,1049666,1528,2.0,6.0,"[1049666.0,1528.0]","[0.8311607703950221,0.5251396648044693]"
01/01/2022,PUBLIC,Surat,1028009,1035,1.0,38.0,"[1028009.0,1035.0]","[0.8071998831661961,0.2956238361266294]"
01/01/2022,RESTRAUNT,Bombay,802774,483,5.0,18.0,"[802774.0,483.0]","[0.5580042219488233,0.038640595903165736]"
01/01/2022,INVESTMENTS,Kolkata,636917,1728,2.0,27.0,"[636917.0,1728.0]","[0.374503235057222,0.6182495344506518]"
01/01/2022,RESTRAUNT,Ranchi,1085617,2527,5.0,16.0,"[1085617.0,2527.0]","[0.8709362636195466,0.9902234636871509]"
01/01/2022,INTERNATIONAL,Bhuj,949386,2156,0.0,1.0,"[949386.0,2156.0]","[0.7202129119055416,0.8175046554934823]"
01/01/2022,RETAIL,Varanasi,961985,1144,6.0,21.0,"[961985.0,1144.0]","[0.7341522025827351,0.3463687150837989]"
01/01/2022,PUBLIC,Varanasi,935577,1937,1.0,21.0,"[935577.0,1937.0]","[0.7049349005585009,0.7155493482309124]"
01/01/2022,EDUCATION,Mathura,363628,557,3.0,42.0,"[363628.0,557.0]","[0.07214155477469662,0.07309124767225327]"
01/01/2022,RESTRAUNT,Lunglei,386178,1134,5.0,8.0,"[386178.0,1134.0]","[0.09709043998548428,0.34171322160148976]"
01/01/2022,INTERNATIONAL,Kolkata,345562,471,0.0,27.0,"[345562.0,471.0]","[0.052153680707375576,0.033054003724394786]"
01/01/2022,PUBLIC,Ajmer,1062409,477,1.0,5.0,"[1062409.0,477.0]","[0.8452593798957346,0.03584729981378026]"
01/01/2022,PUBLIC,Bhopal,1182507,584,1.0,2.0,"[1182507.0,584.0]","[0.9781334914720173,0.08566108007448789]"
01/01/2022,RESTRAUNT,Kullu,619101,2305,5.0,7.0,"[619101.0,2305.0]","[0.35479195616962145,0.8868715083798883]"
01/01/2022,INVESTMENTS,Kannur,947996,1711,2.0,29.0,"[947996.0,1711.0]","[0.7186750427062957,0.6103351955307262]"
01/01/2022,MEDICAL,Madurai,588871,1761,4.0,44.0,"[588871.0,1761.0]","[0.3213460670378205,0.6336126629422719]"
01/01/2022,INTERNATIONAL,Indore,300897,1425,0.0,40.0,"[300897.0,1425.0]","[0.002737185898513909,0.47718808193668527]"
01/01/2022,INTERNATIONAL,Bikaner,1002393,2461,0.0,41.0,"[1002393.0,2461.0]","[0.7788588346713163,0.9594972067039106]"
01/01/2022,RESTRAUNT,Kullu,1022945,2351,5.0,7.0,"[1022945.0,2351.0]","[0.8015971712057779,0.9082867783985102]"
01/01/2022,MEDICAL,Vellore,715619,1420,4.0,23.0,"[715619.0,1420.0]","[0.4615776103946681,0.4748603351955307]"
01/01/2022,INVESTMENTS,Trichy,575603,2140,2.0,36.0,"[575603.0,2140.0]","[0.306666607659695,0.8100558659217877]"
01/01/2022,INTERNATIONAL,Lucknow,640683,572,0.0,43.0,"[640683.0,572.0]","[0.37866986484453136,0.08007448789571694]"
01/01/2022,EDUCATION,Kannur,637050,1226,3.0,29.0,"[637050.0,1226.0]","[0.37465038369283327,0.3845437616387337]"
01/01/2022,INVESTMENTS,Daman,846565,562,2.0,12.0,"[846565.0,562.0]","[0.6064537400093821,0.07541899441340782]"
01/01/2022,PUBLIC,Bokaro,1127688,913,1.0,0.0,"[1127688.0,913.0]","[0.9174828068436285,0.2388268156424581]"
01/01/2022,INVESTMENTS,Bhuj,532966,760,2.0,1.0,"[532966.0,760.0]","[0.2594938529487259,0.16759776536312848]"
01/01/2022,INTERNATIONAL,Doda,1171605,2489,0.0,11.0,"[1171605.0,2489.0]","[0.9660717288747664,0.9725325884543762]"
01/01/2022,PUBLIC,Delhi,490741,1330,1.0,35.0,"[490741.0,1330.0]","[0.21277692709393614,0.4329608938547486]"
01/01/2022,RETAIL,Bidar,881421,2198,6.0,37.0,"[881421.0,2198.0]","[0.6450177463467308,0.8370577281191807]"
01/01/2022,RETAIL,Vellore,305418,2148,6.0,23.0,"[305418.0,2148.0]","[0.007739133128579141,0.813780260707635]"
01/01/2022,MEDICAL,Hyderabad,1185447,1304,4.0,34.0,"[1185447.0,1304.0]","[0.9813862507855302,0.4208566108007449]"
01/01/2022,PUBLIC,Ludhiana,993783,465,1.0,24.0,"[993783.0,465.0]","[0.7693328966817429,0.03026070763500931]"
01/01/2022,EDUCATION,Jaipur,699605,568,3.0,39.0,"[699605.0,568.0]","[0.44386002956249276,0.0782122905027933]"
01/01/2022,INTERNATIONAL,Ajmer,506944,1866,0.0,5.0,"[506944.0,1866.0]","[0.23070361388198013,0.6824953445065177]"
01/01/2022,PUBLIC,Buxar,1078028,1819,1.0,45.0,"[1078028.0,1819.0]","[0.8625399403439515,0.6606145251396648]"
01/01/2022,INVESTMENTS,Pune,1064407,2232,2.0,14.0,"[1064407.0,2232.0]","[0.8474699285720607,0.8528864059590316]"
01/01/2022,EDUCATION,Bokaro,357460,897,3.0,0.0,"[357460.0,897.0]","[0.06531739850063284,0.2313780260707635]"
01/01/2022,RETAIL,Indore,836263,1521,6.0,40.0,"[836263.0,1521.0]","[0.5950558058434604,0.5218808193668529]"
01/01/2022,PUBLIC,Ara,1058654,690,1.0,9.0,"[1058654.0,690.0]","[0.841104920296333,0.13500931098696461]"
01/01/2022,MEDICAL,Ajmer,1108681,2124,4.0,5.0,"[1108681.0,2124.0]","[0.8964538285198396,0.8026070763500931]"
01/01/2022,RESTRAUNT,Kanpur,399941,2077,5.0,28.0,"[399941.0,2077.0]","[0.11231755781945636,0.7807262569832402]"
01/01/2022,RETAIL,Pune,1176454,930,6.0,14.0,"[1176454.0,930.0]","[0.971436568980625,0.2467411545623836]"
01/01/2022,EDUCATION,Kannur,588948,1346,3.0,29.0,"[588948.0,1346.0]","[0.32143125835317443,0.4404096834264432]"
01/01/2022,INTERNATIONAL,Bhind,786160,681,0.0,13.0,"[786160.0,681.0]","[0.5396228126853188,0.1308193668528864]"
01/01/2022,INVESTMENTS,Varanasi,518375,1886,2.0,21.0,"[518375.0,1886.0]","[0.24335065187951954,0.6918063314711359]"
01/01/2022,MEDICAL,Mon,850255,2456,4.0,26.0,"[850255.0,2456.0]","[0.6105362848620565,0.957169459962756]"
01/01/2022,RETAIL,Vellore,1139844,454,6.0,23.0,"[1139844.0,454.0]","[0.9309319708623573,0.025139664804469275]"
01/01/2022,MEDICAL,Vellore,877828,2115,4.0,23.0,"[877828.0,2115.0]","[0.6410425204237881,0.7984171322160148]"
01/01/2022,RESTRAUNT,Patiala,430228,500,5.0,10.0,"[430228.0,500.0]","[0.14582651065223357,0.04655493482309125]"
01/01/2022,RESTRAUNT,Bikaner,592807,1456,5.0,41.0,"[592807.0,1456.0]","[0.3257007815473398,0.49162011173184356]"
01/01/2022,PUBLIC,Bhopal,1022459,721,1.0,2.0,"[1022459.0,721.0]","[0.8010594701764013,0.1494413407821229]"
01/01/2022,INVESTMENTS,Banglore,481770,1120,2.0,15.0,"[481770.0,1120.0]","[0.2028515856648463,0.33519553072625696]"
01/01/2022,INVESTMENTS,Lunglei,1032088,2240,2.0,8.0,"[1032088.0,2240.0]","[0.8117128101185155,0.8566108007448789]"
01/01/2022,MEDICAL,Mathura,1171782,2488,4.0,42.0,"[1171782.0,2488.0]","[0.9662675582620086,0.9720670391061452]"
01/01/2022,PUBLIC,Madurai,457610,906,1.0,44.0,"[457610.0,906.0]","[0.1761214274966587,0.23556797020484171]"
01/01/2022,INTERNATIONAL,Akola,479383,588,0.0,33.0,"[479383.0,588.0]","[0.2002106548888751,0.08752327746741155]"
01/01/2022,INTERNATIONAL,Lucknow,1012316,922,0.0,43.0,"[1012316.0,922.0]","[0.7898374505447818,0.2430167597765363]"
01/01/2022,INVESTMENTS,Lunglei,514291,1497,2.0,8.0,"[514291.0,1497.0]","[0.23883219302360573,0.5107076350093109]"
01/01/2022,RETAIL,Delhi,668342,2273,6.0,35.0,"[668342.0,2273.0]","[0.4092712491480868,0.8719739292364991]"
01/01/2022,RESTRAUNT,Madurai,939227,2155,5.0,44.0,"[939227.0,2155.0]","[0.70897319018242,0.8170391061452514]"
01/01/2022,INVESTMENTS,Goa,1185894,1148,2.0,6.0,"[1185894.0,1148.0]","[0.9818808029668705,0.34823091247672255]"
01/01/2022,RETAIL,Patiala,337728,2474,6.0,10.0,"[337728.0,2474.0]","[0.04348629415565449,0.9655493482309124]"
01/01/2022,INTERNATIONAL,Kochin,426894,1015,0.0,30.0,"[426894.0,1015.0]","[0.1421378373354812,0.28631284916201116]"
01/01/2022,RESTRAUNT,Vellore,643382,476,5.0,23.0,"[643382.0,476.0]","[0.3816559864047937,0.035381750465549346]"
01/01/2022,PUBLIC,Bidar,1175653,2159,1.0,37.0,"[1175653.0,2159.0]","[0.9705503580248006,0.818901303538175]"
01/01/2022,RETAIL,Kochin,691568,2471,6.0,30.0,"[691568.0,2471.0]","[0.43496804772483866,0.9641527001862197]"
01/01/2022,RETAIL,Konark,323364,1958,6.0,25.0,"[323364.0,1958.0]","[0.02759424150963436,0.7253258845437617]"
01/01/2022,RESTRAUNT,Kannur,862194,1744,5.0,29.0,"[862194.0,1744.0]","[0.6237453642647879,0.6256983240223464]"
01/01/2022,PUBLIC,Banglore,366105,1947,1.0,15.0,"[366105.0,1947.0]","[0.07488205981536718,0.7202048417132216]"
01/01/2022,INVESTMENTS,Buxar,961474,741,2.0,45.0,"[961474.0,741.0]","[0.7335868420353865,0.15875232774674114]"
01/01/2022,RETAIL,Surat,696813,1125,6.0,38.0,"[696813.0,1125.0]","[0.44077101459537443,0.33752327746741156]"
01/01/2022,RESTRAUNT,Banglore,843215,493,5.0,15.0,"[843215.0,493.0]","[0.6027473646011275,0.04329608938547486]"
01/01/2022,EDUCATION,Kota,987025,575,3.0,31.0,"[987025.0,575.0]","[0.7618559757835388,0.08147113594040968]"
01/01/2022,INVESTMENTS,Surat,1168143,2065,2.0,38.0,"[1168143.0,2065.0]","[0.9622414388259972,0.7751396648044693]"
01/01/2022,MEDICAL,Kochin,936220,1009,4.0,30.0,"[936220.0,1009.0]","[0.7056463033607421,0.2835195530726257]"
01/01/2022,PUBLIC,Tirumala,465995,849,1.0,22.0,"[465995.0,849.0]","[0.18539842982448376,0.2090316573556797]"
01/01/2022,PUBLIC,Bombay,808137,2266,1.0,18.0,"[808137.0,2266.0]","[0.5639377417441871,0.8687150837988826]"
01/01/2022,INTERNATIONAL,Buxar,738826,1892,0.0,45.0,"[738826.0,1892.0]","[0.48725338773776117,0.6945996275605214]"
01/01/2022,EDUCATION,Delhi,1123470,1939,3.0,35.0,"[1123470.0,1939.0]","[0.9128160929713846,0.7164804469273743]"
01/01/2022,EDUCATION,Mon,917526,2337,3.0,26.0,"[917526.0,2337.0]","[0.6849636222019632,0.9017690875232774]"
01/01/2022,MEDICAL,Akola,660639,1219,4.0,33.0,"[660639.0,1219.0]","[0.4007487984705393,0.3812849162011173]"
01/01/2022,RESTRAUNT,Indore,960595,994,5.0,40.0,"[960595.0,994.0]","[0.7326143333834892,0.276536312849162]"
01/01/2022,RESTRAUNT,Bhuj,471326,1986,5.0,1.0,"[471326.0,1986.0]","[0.19129654543684335,0.7383612662942272]"
01/01/2022,RESTRAUNT,Vellore,442301,2291,5.0,23.0,"[442301.0,2291.0]","[0.15918384507129515,0.8803538175046555]"
01/01/2022,INVESTMENTS,Mon,722860,2360,2.0,26.0,"[722860.0,2360.0]","[0.4695889131800922,0.9124767225325885]"
01/01/2022,PUBLIC,Bikaner,671929,1633,1.0,41.0,"[671929.0,1633.0]","[0.41323983678671633,0.5740223463687151]"
01/01/2022,INTERNATIONAL,Banglore,817243,1364,0.0,15.0,"[817243.0,1364.0]","[0.574012444570326,0.4487895716945996]"
01/01/2022,RETAIL,Bhuj,922550,1073,6.0,1.0,"[922550.0,1073.0]","[0.6905220789336259,0.3133147113594041]"
01/01/2022,EDUCATION,Buxar,324701,407,3.0,45.0,"[324701.0,407.0]","[0.02907347253077951,0.0032588454376163874]"
01/01/2022,RESTRAUNT,Bikaner,780726,1105,5.0,41.0,"[780726.0,1105.0]","[0.5336107398589143,0.32821229050279327]"
01/01/2022,RESTRAUNT,Trichy,789070,2473,5.0,36.0,"[789070.0,2473.0]","[0.5428423805772652,0.9650837988826816]"
01/01/2022,INVESTMENTS,Ambala,945003,2044,2.0,3.0,"[945003.0,2044.0]","[0.7153636452146821,0.7653631284916201]"
01/01/2022,PUBLIC,Kolkata,381048,1091,1.0,27.0,"[381048.0,1091.0]","[0.09141470689761995,0.32169459962756053]"
01/01/2022,MEDICAL,Kolkata,642180,1371,4.0,27.0,"[642180.0,1371.0]","[0.3803261167806976,0.452048417132216]"
01/01/2022,MEDICAL,Goa,537390,1816,4.0,6.0,"[537390.0,1816.0]","[0.26438848124905956,0.659217877094972]"
01/01/2022,INTERNATIONAL,Mathura,320125,515,0.0,42.0,"[320125.0,515.0]","[0.024010674361175773,0.053538175046554934]"
01/01/2022,RESTRAUNT,Bhuj,649315,581,5.0,1.0,"[649315.0,581.0]","[0.3882201432099202,0.08426443202979515]"
01/01/2022,INVESTMENTS,Kolkata,474540,1988,2.0,27.0,"[474540.0,1988.0]","[0.1948524530673299,0.739292364990689]"
01/01/2022,RETAIL,Ranchi,844259,2435,6.0,16.0,"[844259.0,2435.0]","[0.6039024260716404,0.9473929236499069]"
01/01/2022,MEDICAL,Mathura,1162487,1473,4.0,42.0,"[1162487.0,1473.0]","[0.955983749480001,0.4995344506517691]"
01/01/2022,RETAIL,Kullu,795061,2232,6.0,7.0,"[795061.0,2232.0]","[0.5494707074640869,0.8528864059590316]"
01/01/2022,INVESTMENTS,Jaipur,863108,1124,2.0,39.0,"[863108.0,1124.0]","[0.624756596241846,0.3370577281191806]"
01/01/2022,PUBLIC,Ambala,1085113,2502,1.0,3.0,"[1085113.0,2502.0]","[0.8703786477372301,0.978584729981378]"
01/01/2022,MEDICAL,Hyderabad,1134231,1564,4.0,34.0,"[1134231.0,1564.0]","[0.9247218558872731,0.5418994413407822]"
01/01/2022,PUBLIC,Buxar,583310,1277,1.0,45.0,"[583310.0,1277.0]","[0.31519348386011803,0.40828677839851024]"
01/01/2022,INVESTMENTS,Akola,415494,1403,2.0,33.0,"[415494.0,1403.0]","[0.1295250971402271,0.46694599627560524]"
01/01/2022,PUBLIC,Kochin,303177,2183,1.0,30.0,"[303177.0,2183.0]","[0.005259733937564723,0.8300744878957169]"
01/01/2022,RESTRAUNT,Hyderabad,970487,815,5.0,34.0,"[970487.0,815.0]","[0.7435586514546694,0.19320297951582868]"
01/01/2022,INTERNATIONAL,Surat,952467,1416,0.0,38.0,"[952467.0,1416.0]","[0.7236216709004168,0.4729981378026071]"
01/01/2022,PUBLIC,Ambala,553793,1097,1.0,3.0,"[553793.0,1097.0]","[0.28253644418088,0.324487895716946]"
01/01/2022,MEDICAL,Jaipur,517316,767,4.0,39.0,"[517316.0,767.0]","[0.24217899469822357,0.17085661080074488]"
01/01/2022,PUBLIC,Bhind,770295,1980,1.0,13.0,"[770295.0,1980.0]","[0.5220700825802568,0.7355679702048417]"
01/01/2022,RESTRAUNT,Durg,1091149,2284,5.0,4.0,"[1091149.0,2284.0]","[0.8770567617564015,0.8770949720670391]"
01/01/2022,EDUCATION,Buxar,903732,1487,3.0,45.0,"[903732.0,1487.0]","[0.6697022065657057,0.5060521415270018]"
01/01/2022,MEDICAL,Bidar,614161,453,4.0,37.0,"[614161.0,453.0]","[0.3493264354183447,0.02467411545623836]"
01/01/2022,INVESTMENTS,Goa,1058996,1326,2.0,6.0,"[1058996.0,1326.0]","[0.8414833025021906,0.43109869646182497]"
01/01/2022,PUBLIC,Indore,748500,1948,1.0,40.0,"[748500.0,1948.0]","[0.497956514812225,0.7206703910614525]"
01/01/2022,RETAIL,Bhopal,423130,703,6.0,2.0,"[423130.0,703.0]","[0.13797342030960957,0.14106145251396648]"
01/01/2022,EDUCATION,Akola,863850,1316,3.0,33.0,"[863850.0,1316.0]","[0.6255775307352563,0.4264432029795158]"
01/01/2022,PUBLIC,Kolkata,451817,1447,1.0,27.0,"[451817.0,1447.0]","[0.16971216399217567,0.48743016759776536]"
01/01/2022,INTERNATIONAL,Lucknow,565046,1883,0.0,43.0,"[565046.0,1883.0]","[0.2949865464104584,0.6904096834264432]"
01/01/2022,INVESTMENTS,Betul,1173414,2389,2.0,17.0,"[1173414.0,2389.0]","[0.9680731715952239,0.9259776536312849]"
01/01/2022,RESTRAUNT,Daman,460000,1711,5.0,12.0,"[460000.0,1711.0]","[0.17876567741478655,0.6103351955307262]"
01/01/2022,PUBLIC,Betul,383263,2479,1.0,17.0,"[383263.0,2479.0]","[0.09386534018994344,0.9678770949720671]"
01/01/2022,INVESTMENTS,Patiala,711099,2483,2.0,10.0,"[711099.0,2483.0]","[0.4565767695453217,0.9697392923649907]"
01/01/2022,RESTRAUNT,Betul,1088930,458,5.0,17.0,"[1088930.0,458.0]","[0.8746017029412024,0.027001862197392923]"
01/01/2022,EDUCATION,Jaipur,1186938,1702,3.0,39.0,"[1186938.0,1702.0]","[0.9830358644373832,0.606145251396648]"
01/01/2022,INTERNATIONAL,Bhuj,806374,488,0.0,1.0,"[806374.0,488.0]","[0.5619871925367982,0.040968342644320296]"
01/01/2022,RETAIL,Ranchi,437530,622,6.0,16.0,"[437530.0,622.0]","[0.15390530266150945,0.10335195530726257]"
01/01/2022,PUBLIC,Ahmedabad,407595,611,1.0,32.0,"[407595.0,611.0]","[0.1207857958417787,0.09823091247672253]"
01/01/2022,RESTRAUNT,Banglore,374285,1705,5.0,15.0,"[374285.0,1705.0]","[0.08393225409582142,0.6075418994413407]"
01/01/2022,INTERNATIONAL,Bhuj,344172,1037,0.0,1.0,"[344172.0,1037.0]","[0.05061581150812968,0.29655493482309125]"
01/01/2022,INVESTMENTS,Patiala,846207,1982,2.0,10.0,"[846207.0,1982.0]","[0.6060576557120223,0.7364990689013036]"
01/01/2022,MEDICAL,Konark,436535,1408,4.0,25.0,"[436535.0,1408.0]","[0.15280445384622193,0.4692737430167598]"
01/01/2022,PUBLIC,Durg,604375,787,1.0,4.0,"[604375.0,787.0]","[0.338499393703366,0.18016759776536312]"
01/01/2022,MEDICAL,Durg,1035628,2038,4.0,4.0,"[1035628.0,2038.0]","[0.8156293978633575,0.7625698324022346]"
01/01/2022,PUBLIC,Vellore,925536,1158,1.0,23.0,"[925536.0,1158.0]","[0.6938257317602075,0.35288640595903165]"
01/01/2022,INVESTMENTS,Doda,1092171,1368,2.0,11.0,"[1092171.0,1368.0]","[0.8781874828510988,0.4506517690875233]"
01/01/2022,MEDICAL,Surat,305042,1173,4.0,38.0,"[305042.0,1173.0]","[0.007323133978279534,0.35986964618249534]"
01/01/2022,INTERNATIONAL,Varanasi,1126951,1985,0.0,21.0,"[1126951.0,1985.0]","[0.9166674042538125,0.7378957169459963]"
01/01/2022,EDUCATION,Madurai,634559,1413,3.0,44.0,"[634559.0,1413.0]","[0.3718943893220984,0.4716014897579143]"
01/01/2022,RESTRAUNT,Bhuj,339473,1668,5.0,1.0,"[339473.0,1668.0]","[0.04541692851010347,0.590316573556797]"
01/01/2022,INVESTMENTS,Jaipur,643768,1392,2.0,39.0,"[643768.0,1392.0]","[0.38208304936228216,0.4618249534450652]"
01/01/2022,INTERNATIONAL,Doda,1066681,882,0.0,11.0,"[1066681.0,882.0]","[0.8499858383267983,0.2243947858472998]"
01/01/2022,EDUCATION,Bhind,434112,1971,3.0,13.0,"[434112.0,1971.0]","[0.15012369336437098,0.7313780260707635]"
01/01/2022,RESTRAUNT,Amritsar,1099778,1632,5.0,19.0,"[1099778.0,1632.0]","[0.8866037209796337,0.5735567970204841]"
01/01/2022,MEDICAL,Tirumala,594975,1176,4.0,22.0,"[594975.0,1176.0]","[0.32809941494587586,0.3612662942271881]"
01/01/2022,MEDICAL,Bidar,381660,2543,4.0,37.0,"[381660.0,2543.0]","[0.09209181189757569,0.9976722532588455]"
01/01/2022,RESTRAUNT,Bhind,964717,1931,5.0,13.0,"[964717.0,1931.0]","[0.7371748347067205,0.712756052141527]"
01/01/2022,EDUCATION,Ahmedabad,1130733,2512,3.0,32.0,"[1130733.0,2512.0]","[0.920851736132624,0.9832402234636871]"
01/01/2022,INVESTMENTS,Lucknow,797735,893,2.0,43.0,"[797735.0,893.0]","[0.5524291695063771,0.22951582867783984]"
01/01/2022,INVESTMENTS,Doda,318607,1975,2.0,11.0,"[318607.0,1975.0]","[0.022331188429912992,0.7332402234636871]"
01/01/2022,RETAIL,Banglore,335838,871,6.0,15.0,"[335838.0,871.0]","[0.04139523459696763,0.21927374301675978]"
01/01/2022,RETAIL,Srinagar,1053237,2228,6.0,20.0,"[1053237.0,2228.0]","[0.8351116559421495,0.851024208566108]"
01/01/2022,RESTRAUNT,Patiala,1103539,2144,5.0,10.0,"[1103539.0,2144.0]","[0.8907648188633487,0.8119180633147114]"
01/01/2022,EDUCATION,Banglore,391902,2147,3.0,15.0,"[391902.0,2147.0]","[0.10342336322036448,0.8133147113594041]"
01/01/2022,EDUCATION,Srinagar,642890,673,3.0,20.0,"[642890.0,673.0]","[0.3811116470911038,0.1270949720670391]"
01/01/2022,INTERNATIONAL,Kota,803998,1307,0.0,31.0,"[803998.0,1307.0]","[0.5593584319487347,0.42225325884543763]"
01/01/2022,PUBLIC,Tirumala,995250,559,1.0,22.0,"[995250.0,559.0]","[0.7709559571963427,0.07402234636871509]"
01/01/2022,MEDICAL,Mon,1014814,2162,4.0,26.0,"[1014814.0,2162.0]","[0.7926011895805489,0.8202979515828678]"
01/01/2022,MEDICAL,Kanpur,428730,1726,4.0,28.0,"[428730.0,1726.0]","[0.1441691523353484,0.61731843575419]"
01/01/2022,RESTRAUNT,Doda,691115,1500,5.0,11.0,"[691115.0,1500.0]","[0.43446685725918516,0.5121042830540037]"
01/01/2022,RETAIL,Kullu,342425,563,6.0,7.0,"[342425.0,563.0]","[0.04868296439224294,0.07588454376163874]"
01/01/2022,RESTRAUNT,Ranchi,574056,637,5.0,16.0,"[574056.0,637.0]","[0.3049550366875846,0.11033519553072625]"
01/01/2022,RESTRAUNT,Bhind,550644,2022,5.0,13.0,"[550644.0,2022.0]","[0.27905245129712075,0.75512104283054]"
01/01/2022,INVESTMENTS,Bokaro,398354,1598,2.0,0.0,"[398354.0,1598.0]","[0.11056173161859073,0.5577281191806331]"
01/01/2022,RESTRAUNT,Daman,893151,583,5.0,12.0,"[893151.0,583.0]","[0.6579955921792159,0.08519553072625698]"
01/01/2022,RETAIL,Durg,813652,1255,6.0,4.0,"[813652.0,1255.0]","[0.570039431408821,0.39804469273743015]"
01/01/2022,RESTRAUNT,Kochin,1121378,1632,5.0,30.0,"[1121378.0,1632.0]","[0.9105015445074836,0.5735567970204841]"
01/01/2022,PUBLIC,Bhuj,389750,535,1.0,1.0,"[389750.0,535.0]","[0.10104243191333055,0.06284916201117319]"
01/01/2022,PUBLIC,Tirumala,361639,2152,1.0,22.0,"[361639.0,2152.0]","[0.06994096352484046,0.8156424581005587]"
01/01/2022,RESTRAUNT,Doda,349919,2217,5.0,11.0,"[349919.0,2217.0]","[0.05697418149954417,0.845903165735568]"
01/01/2022,RESTRAUNT,Bokaro,579310,2346,5.0,0.0,"[579310.0,2346.0]","[0.3107679609845903,0.9059590316573557]"
01/01/2022,MEDICAL,Buxar,789879,565,4.0,45.0,"[789879.0,565.0]","[0.5437374425788407,0.07681564245810056]"
01/01/2022,EDUCATION,Ranchi,1090002,483,3.0,16.0,"[1090002.0,483.0]","[0.8757877430718439,0.038640595903165736]"
01/01/2022,EDUCATION,Vellore,490012,1150,3.0,23.0,"[490012.0,1150.0]","[0.2119703755498712,0.34916201117318435]"
01/01/2022,INVESTMENTS,Daman,488381,2207,2.0,12.0,"[488381.0,2207.0]","[0.21016586859737477,0.8412476722532588]"
01/01/2022,PUBLIC,Banglore,849556,496,1.0,15.0,"[849556.0,496.0]","[0.609762924739558,0.0446927374301676]"
01/01/2022,MEDICAL,Madurai,1148708,2349,4.0,44.0,"[1148708.0,2349.0]","[0.9407389295545268,0.9073556797020484]"
01/01/2022,PUBLIC,Bombay,303054,1732,1.0,18.0,"[303054.0,1732.0]","[0.005123649109142245,0.6201117318435754]"
01/01/2022,INVESTMENTS,Vellore,1157689,1994,2.0,23.0,"[1157689.0,1994.0]","[0.9506753347908055,0.7420856610800745]"
